Evaluation/TerminationRate,ShortRL/MeanHeuristic,QF/Qf1Loss,ShortRL/MaxHeuristic,Policy/Loss,ShortRL/StdHeuristic,Evaluation/AverageReturn,Evaluation/MinReturn,ShortRL/RewardScale,AlphaTemperature/mean,ShortRL/RewardBias,TotalEnvSteps,QF/Qf2Loss,ShortRL/Lambda,ShortRL/GuidanceDiscount,ReplayBuffer/buffer_size,Evaluation/MaxReturn,ShortRL/MinHeuristic,Evaluation/StdReturn,Evaluation/AverageDiscountedReturn,ShortRL/Discount0,Average/TrainAverageReturn,Evaluation/NumEpisodes,Evaluation/Iteration
0.0,0.0,4.408687114715576,0.0,-435.9825134277344,0.0,5568.371424857904,5510.229643906785,3.1164763988071598,0.0617796890437603,2.033297628627587,930000,3.4235117435455322,1.0,0.99,930000,5603.493839349607,0.0,26.96493786762037,465.639821841252,0.99,4522.351456879329,10,92
0.0,0.0,10.000593185424805,0.0,-406.61834716796875,0.0,5333.381919190652,5295.473183966678,3.1299693941195597,0.060100458562374115,2.046790623939987,940000,10.391447067260742,1.0,0.99,940000,5378.679503569507,0.0,28.06763247106475,449.9096774411504,0.99,4553.515665197278,10,93
0.0,0.0,5.2285966873168945,0.0,-418.7069091796875,0.0,5499.783234870729,5474.5266550072465,3.141706508553286,0.06120435521006584,2.058527738373713,950000,5.283614635467529,1.0,0.99,950000,5548.208794725528,0.0,21.683207222161226,459.132336145611,0.99,4580.326238073934,10,94
0.0,0.0,4.968653678894043,0.0,-425.59063720703125,0.0,5783.4510378879595,5753.781925587297,3.1533395282579324,0.060110993683338165,2.0701607580783596,960000,4.134358882904053,1.0,0.99,960000,5828.930326355,0.0,21.277338540312257,474.63502571010883,0.99,4603.107447291818,10,95
0.0,0.0,5.2205400466918945,0.0,-408.0411682128906,0.0,5500.795850967882,5470.284893555564,3.167556541225055,0.06191592290997505,2.084377771045482,970000,4.676321983337402,1.0,0.99,970000,5522.160296623943,0.0,12.554279424300965,454.7565525723182,0.99,4636.523988949061,10,96
0.0,0.0,5.562615871429443,0.0,-423.1076965332031,0.0,5439.530913925848,5405.977021837574,3.1802510011549194,0.061689991503953934,2.0970722309753467,980000,4.610939979553223,1.0,0.99,980000,5476.227755907345,0.0,19.679110456091646,452.85285065993355,0.99,4663.951098337065,10,97
0.0,0.0,15.21225357055664,0.0,-436.92181396484375,0.0,5582.780791427873,5545.273447490982,3.191351109274449,0.06513402611017227,2.1081723390948763,990000,15.348328590393066,1.0,0.99,990000,5605.17538384101,0.0,16.76457135842603,462.10905935735707,0.99,4691.329859413666,10,98
0.0,0.0,4.980831146240234,0.0,-427.857177734375,0.0,5717.2023234772705,5688.398115919208,3.2033241739979075,0.06806628406047821,2.1201454038183347,1000000,4.8123393058776855,1.0,0.99,1000000,5743.748875148731,0.0,18.734459615246102,472.42176481257803,0.99,4729.790933095282,10,99
0.0,0.0,3.6903610229492188,0.0,-444.9156188964844,0.0,5633.069248894431,5608.130879935269,3.216005618608442,0.06715044379234314,2.132826848428869,1010000,2.7930819988250732,1.0,0.99,1000000,5651.495812082868,0.0,13.284910454646603,465.227345981288,0.99,4755.663627401397,10,100
0.0,0.0,2.43705153465271,0.0,-433.0268249511719,0.0,5821.660539657229,5754.724591805403,3.2275300024204845,0.0676126629114151,2.1443512322409117,1020000,2.6910150051116943,1.0,0.99,1000000,5881.804640989125,0.0,32.82168734318238,478.1999489032375,0.99,4786.938369213806,10,101
0.0,0.0,16.839092254638672,0.0,-441.390869140625,0.0,5721.132298350845,5673.787390850031,3.2405584338306004,0.06610190123319626,2.1573796636510276,1030000,17.45818328857422,1.0,0.99,1000000,5785.860517499383,0.0,26.685604839082412,471.09088508648273,0.99,4813.49702466103,10,102
0.0,0.0,142.67173767089844,0.0,-443.65081787109375,0.0,5672.438829318455,5629.664654009173,3.251473664161135,0.0661972388625145,2.168294893981562,1040000,83.52175903320312,1.0,0.99,1000000,5731.1987805989165,0.0,33.3693943971539,462.01629090120775,0.99,4833.24593520852,10,103
0.0,0.0,2.5734736919403076,0.0,-450.68951416015625,0.0,5652.663865417905,5619.029841075419,3.2631362334297513,0.06921318173408508,2.1799574632501786,1050000,2.2954115867614746,1.0,0.99,1000000,5724.500621461092,0.0,34.815578369876874,469.84504461424365,0.99,4865.3416863595385,10,104
0.0,0.0,17.066543579101562,0.0,-446.93896484375,0.0,5839.759828440566,5795.100968923853,3.2734581106578764,0.06989400088787079,2.1902793404783036,1060000,14.03381633758545,1.0,0.99,1000000,5879.669118032778,0.0,21.59732086100751,480.2270079123412,0.99,4886.445780743883,10,105
0.0,0.0,16.546184539794922,0.0,-459.96990966796875,0.0,5988.962561309063,5963.481497962154,3.2841514356320496,0.06918277591466904,2.200972665452477,1070000,15.930569648742676,1.0,0.99,1000000,6010.2695581391945,0.0,13.926152325279658,491.31666182216713,0.99,4891.072157839059,10,106
0.0,0.0,3.016862392425537,0.0,-466.3812561035156,0.0,6028.347158676848,5955.428727056105,3.297234617673087,0.06941404938697815,2.214055847493514,1080000,2.34411358833313,1.0,0.99,1000000,6061.144821634525,0.0,27.91483164605693,493.6183370785384,0.99,4914.989464685307,10,107
0.0,0.0,1.8244799375534058,0.0,-456.2608947753906,0.0,5849.295125878847,5816.550192371825,3.3097146150667944,0.06927109509706497,2.2265358448872217,1090000,2.059018611907959,1.0,0.99,1000000,5890.139727149655,0.0,22.3522735587174,480.5597021306588,0.99,4950.946835772455,10,108
0.0,0.0,3.73579740524292,0.0,-473.916015625,0.0,5951.418554069344,5897.112056647962,3.3208502791145262,0.07062619924545288,2.2376715089349535,1100000,2.8067476749420166,1.0,0.99,1000000,5993.08709564567,0.0,26.225772647185075,488.9257022427217,0.99,4978.496463258069,10,109
0.0,0.0,2.9380972385406494,0.0,-455.46795654296875,0.0,5858.170913853792,5780.907624184602,3.3318084208399776,0.07047183811664581,2.248629650660405,1110000,3.4977142810821533,1.0,0.99,1000000,5902.857959430296,0.0,39.89205653152798,479.8925287531812,0.99,5011.380495542384,10,110
0.0,0.0,6.53590726852417,0.0,-477.55633544921875,0.0,5899.675537190082,5843.167790204265,3.3424513871719435,0.06975173950195312,2.2592726169923707,1120000,4.673763751983643,1.0,0.99,1000000,5982.428694338392,0.0,36.825986943376876,479.5855361080262,0.99,5070.441803222652,10,111
0.0,0.0,9.129072189331055,0.0,-470.5347595214844,0.0,5755.9193304348255,5724.661608456625,3.3511466389873696,0.06856989860534668,2.267967868807797,1130000,7.848844528198242,1.0,0.99,1000000,5777.8483390031715,0.0,16.795454089364007,473.403015637192,0.99,5108.847590415538,10,112
0.0,0.0,7.9518537521362305,0.0,-474.472412109375,0.0,5878.821277279824,5829.234574893503,3.3605006010515215,0.06918039917945862,2.2773218308719487,1140000,11.22305679321289,1.0,0.99,1000000,5930.715625595215,0.0,29.07572664670887,484.3165231452076,0.99,5135.86212942946,10,113
0.0,0.0,3.789593458175659,0.0,-475.89898681640625,0.0,5598.414407645772,5342.7926592215645,3.3686717499482293,0.06877260655164719,2.2854929797686565,1150000,3.502758026123047,1.0,0.99,1000000,5743.27233090632,0.0,132.6342915368713,477.8057571833169,0.99,5136.758701212421,10,114
0.0,0.0,2.967900276184082,0.0,-473.0903625488281,0.0,5457.646909443316,5293.247043311602,3.3770508899995915,0.06910412758588791,2.2938721198200187,1160000,3.6162052154541016,1.0,0.99,1000000,5573.15933284793,0.0,77.94063278229571,466.06351670502465,0.99,5173.812117443549,10,115
0.0,0.0,3.464768648147583,0.0,-474.5592041015625,0.0,5150.209378217075,1689.8939317235192,3.383341006307048,0.07193116098642349,2.300162236127475,1170000,2.714798927307129,1.0,0.99,1000000,5973.021122140277,0.0,1329.7287618272996,472.01490695865505,0.99,5175.808772567799,10,116
0.0,0.0,4.935623645782471,0.0,-483.53399658203125,0.0,5641.885005586988,5552.150206147301,3.3907166174604426,0.07055498659610748,2.30753784728087,1180000,3.4658803939819336,1.0,0.99,1000000,5723.632029365923,0.0,52.007167408516395,465.17635099741744,0.99,5152.949501135638,10,117
0.0,0.0,2.586209297180176,0.0,-475.084228515625,0.0,5814.16193133018,5738.8630868019645,3.3965496633776127,0.06784069538116455,2.31337089319804,1190000,2.4138433933258057,1.0,0.99,1000000,5888.617428896499,0.0,48.25301606725799,479.0942839061866,0.99,5131.24147253552,10,118
0.0,0.0,4.827128887176514,0.0,-488.7685241699219,0.0,5894.0918409838805,5857.307392809253,3.4045722724909497,0.06858481466770172,2.321393502311377,1200000,3.7071216106414795,1.0,0.99,1000000,5967.184996661266,0.0,30.510011418660405,488.65233395259173,0.99,5144.570136876887,10,119
0.0,0.0,3.4794139862060547,0.0,-482.6676025390625,0.0,5697.640423085805,5641.564581064866,3.4128653165702234,0.06827893108129501,2.3296865463906506,1210000,4.037294864654541,1.0,0.99,1000000,5756.299483630126,0.0,38.49740008399218,474.7189272630129,0.99,5159.243678786278,10,120
0.0,0.0,9.210554122924805,0.0,-483.279296875,0.0,5545.420812920793,5489.900552636311,3.420869857322644,0.06930910795927048,2.3376910871430714,1220000,10.443471908569336,1.0,0.99,1000000,5610.047709055188,0.0,34.10838617417127,463.69581013652544,0.99,5165.0456493891625,10,121
0.0,0.0,4.433107376098633,0.0,-473.8568115234375,0.0,5831.0399026634595,5688.841221223699,3.427365488299237,0.07312490791082382,2.3441867181196643,1230000,4.476359844207764,1.0,0.99,1000000,5938.931620363262,0.0,74.34993634608021,479.85471823213527,0.99,5175.674484924802,10,122
0.0,0.0,12.794872283935547,0.0,-488.0930480957031,0.0,5966.086215442624,5813.8362332199495,3.434784369085426,0.07460688799619675,2.351605598905853,1240000,16.168418884277344,1.0,0.99,1000000,6122.0616612115755,0.0,83.995135782375,491.46155210914264,0.99,5184.162090274733,10,123
0.0,0.0,6.940826892852783,0.0,-484.8975524902344,0.0,5347.829181139485,5294.039868832524,3.442983151301066,0.07516743242740631,2.359804381121493,1250000,14.515145301818848,1.0,0.99,1000000,5387.610147737237,0.0,25.496556083382046,448.46606213696003,0.99,5181.025584676158,10,124
0.0,0.0,17.38880157470703,0.0,-479.0562744140625,0.0,6379.681620947435,6326.594523835818,3.4479540989140673,0.07412717491388321,2.3647753287344946,1260000,5.556046485900879,1.0,0.99,1000000,6441.536740197354,0.0,34.34677706639941,512.5434889171498,0.99,5193.021888364626,10,125
0.0,0.0,10.314355850219727,0.0,-492.795654296875,0.0,6239.219728608094,6108.386370606745,3.4590365330359343,0.06958885490894318,2.3758577628563615,1270000,9.373292922973633,1.0,0.99,1000000,6348.676363501775,0.0,67.59627885478011,492.7896796305966,0.99,5208.405039539886,10,126
0.0,0.0,27.264371871948242,0.0,-471.9779357910156,0.0,6023.144507693362,5940.430158982801,3.467256945977095,0.0704508051276207,2.3840781757975225,1280000,16.936203002929688,1.0,0.99,1000000,6084.359298707509,0.0,49.4348495624093,490.9816810743381,0.99,5219.304749688106,10,127
0.0,0.0,1.7360141277313232,0.0,-492.63623046875,0.0,6114.152417175792,6064.8482704460375,3.4747547117556192,0.06646834313869476,2.3915759415760465,1290000,1.8958659172058105,1.0,0.99,1000000,6167.540569695797,0.0,40.5966512648525,501.8505098687695,0.99,5231.3764264628635,10,128
0.0,0.0,7.125929355621338,0.0,-488.4071044921875,0.0,5814.931221826704,5762.732305003928,3.4835410031202856,0.06816830486059189,2.400362232940713,1300000,6.028799057006836,1.0,0.99,1000000,5874.372323896967,0.0,30.233214679145203,473.9899763921493,0.99,5244.728568846812,10,129
0.0,0.0,49.70503616333008,0.0,-491.87249755859375,0.0,5671.62730860206,5573.895585062565,3.489149817522866,0.06631135195493698,2.4059710473432934,1310000,10.473823547363281,1.0,0.99,1000000,5752.266428278097,0.0,56.535800822801036,467.284819545959,0.99,5248.24047614247,10,130
0.0,0.0,4.192938327789307,0.0,-492.1254577636719,0.0,6176.913009554324,6099.2038217132695,3.4945468191200697,0.06758563965559006,2.411368048940497,1320000,2.955721616744995,1.0,0.99,1000000,6239.1116014845165,0.0,40.073391262302955,501.79687374026037,0.99,5252.9936815905,10,131
0.0,0.0,118.70325469970703,0.0,-495.0806884765625,0.0,5927.3509910750745,5773.887014847842,3.503044665515958,0.06805700063705444,2.419865895336385,1330000,105.92960357666016,1.0,0.99,1000000,6062.526196039434,0.0,101.36896152639926,485.73581254066266,0.99,5262.5750929068045,10,132
0.0,0.0,2.8600409030914307,0.0,-495.836669921875,0.0,6122.804099192144,5988.589128290379,3.5105509008094855,0.06751054525375366,2.4273721306299127,1340000,2.5818185806274414,1.0,0.99,1000000,6248.669339254128,0.0,71.5768892335699,489.3947408665761,0.99,5266.240247531326,10,133
0.0,0.0,12.061379432678223,0.0,-496.18548583984375,0.0,6185.653477660831,6102.127802229764,3.517647643750229,0.06806274503469467,2.434468873570656,1350000,8.324958801269531,1.0,0.99,1000000,6288.554079658459,0.0,51.264437554574684,506.17470890095194,0.99,5273.726868492505,10,134
0.0,0.0,14.573013305664062,0.0,-501.9822998046875,0.0,6195.604686751565,6109.189203654434,3.526794789390178,0.06680523604154587,2.443616019210605,1360000,15.586219787597656,1.0,0.99,1000000,6276.807436010346,0.0,49.08616333196308,490.17674504644737,0.99,5289.700029140192,10,135
0.0,0.0,4.569497585296631,0.0,-493.3025817871094,0.0,6064.537562734723,5980.749738164896,3.5354070826862727,0.06619081646203995,2.4522283125067,1370000,3.942676544189453,1.0,0.99,1000000,6127.049492774711,0.0,37.54809827426114,494.61810676244596,0.99,5316.834650652771,10,136
0.0,0.0,3.984862804412842,0.0,-489.04461669921875,0.0,6076.809627602313,5952.212954910046,3.5418994053221877,0.06986358016729355,2.458720635142615,1380000,2.8134679794311523,1.0,0.99,1000000,6214.4568293055345,0.0,74.07424392024622,487.9925337542604,0.99,5319.469801448588,10,137
0.0,0.0,5.659762859344482,0.0,-509.61126708984375,0.0,6378.416479019241,6287.068272328029,3.548808556813551,0.06493265926837921,2.4656297866339782,1390000,6.455167770385742,1.0,0.99,1000000,6505.90171748905,0.0,69.98684055948924,507.5855457712611,0.99,5325.222108951828,10,138
0.0,0.0,3.625901937484741,0.0,-496.103759765625,0.0,6170.66916695649,6096.832098209777,3.55772235959988,0.06257962435483932,2.4745435894203074,1400000,2.8367090225219727,1.0,0.99,1000000,6299.895401236986,0.0,63.747075261836734,492.93898588062586,0.99,5337.624967920078,10,139
0.0,0.0,2.545330762863159,0.0,-505.4899597167969,0.0,5974.701749029576,5892.0909580454445,3.5639050258770464,0.06295857578516006,2.4807262556974736,1410000,3.253145217895508,1.0,0.99,1000000,6031.259538470697,0.0,40.67379441662996,486.16831776839524,0.99,5343.302279825366,10,140
0.0,0.0,16.367555618286133,0.0,-499.09918212890625,0.0,6389.087226127775,6279.217009008474,3.5699387401707954,0.064162477850914,2.4867599699912226,1420000,10.57994556427002,1.0,0.99,1000000,6465.394572832821,0.0,58.09898461698446,512.9501304082252,0.99,5349.109477184405,10,141
0.0,0.0,12.628570556640625,0.0,-513.3392944335938,0.0,6354.586072961606,6283.879800550154,3.578889788791662,0.06724794954061508,2.495711018612089,1430000,32.84407043457031,1.0,0.99,1000000,6436.291115479886,0.0,46.34724147967844,504.251038009944,0.99,5371.263693022842,10,142
0.0,0.0,3.3617160320281982,0.0,-508.1094665527344,0.0,6232.594167826933,6152.963634908178,3.586300677519434,0.06343744695186615,2.503121907339861,1440000,2.8595807552337646,1.0,0.99,1000000,6318.048794533439,0.0,46.02900871456096,488.91461089216847,0.99,5383.31670460434,10,143
0.0,0.0,2.025925397872925,0.0,-503.07720947265625,0.0,6146.48911036463,6080.1238707024795,3.5927283161724586,0.06816629320383072,2.509549545992886,1450000,3.1881051063537598,1.0,0.99,1000000,6251.609630597617,0.0,58.72285247647556,491.80972565257764,0.99,5404.632103790668,10,144
0.0,0.0,3.7694015502929688,0.0,-507.31744384765625,0.0,6158.024151272514,6075.763973396724,3.599339628150074,0.06734288483858109,2.516160857970501,1460000,3.620971202850342,1.0,0.99,1000000,6269.039006867389,0.0,64.93141079275392,495.0797286623423,0.99,5425.906271876921,10,145
0.0,0.0,4.084724426269531,0.0,-504.9800720214844,0.0,6501.298905273309,6415.5929275881235,3.606338431775366,0.0688503235578537,2.5231596615957934,1470000,4.206204891204834,1.0,0.99,1000000,6621.94675712874,0.0,60.65021611566942,511.2706634548293,0.99,5446.533329081149,10,146
0.0,0.0,2.4211318492889404,0.0,-502.458251953125,0.0,6306.902618502934,6162.5880843390405,3.6151929247060903,0.06356310844421387,2.5320141545265176,1480000,2.703767776489258,1.0,0.99,1000000,6519.988775180111,0.0,109.73599181520112,495.14236504842773,0.99,5503.057048233118,10,147
0.0,0.0,5.63486385345459,0.0,-521.4720458984375,0.0,6278.267051448673,6192.571870692825,3.6225895713838887,0.0621119923889637,2.539410801204316,1490000,4.615365505218506,1.0,0.99,1000000,6325.9142652718365,0.0,39.67872556829385,505.01141996030384,0.99,5545.427147653052,10,148
0.0,0.0,20.804180145263672,0.0,-514.634033203125,0.0,5834.439180449955,5775.0519521473125,3.6295543266356396,0.0633663535118103,2.546375556456067,1500000,28.29860496520996,1.0,0.99,1000000,5903.467943135134,0.0,42.98502380645372,471.0246769522212,0.99,5560.035900472457,10,149
0.0,0.0,3.813076972961426,0.0,-504.3626403808594,0.0,6348.4516877563765,6251.60452049697,3.633304534160776,0.06570526957511902,2.550125763981203,1510000,3.509148359298706,1.0,0.99,1000000,6410.876612401768,0.0,52.316271387277986,507.6599852394951,0.99,5564.287713559233,10,150
0.0,0.0,2.349045515060425,0.0,-510.1182556152344,0.0,6386.878653067138,6316.403266840119,3.6400335435687716,0.06649625301361084,2.556854773389199,1520000,2.479477643966675,1.0,0.99,1000000,6484.736654867442,0.0,52.80060684542439,515.6264749084492,0.99,5577.443634933295,10,151
0.0,0.0,2.7960727214813232,0.0,-495.6038818359375,0.0,6312.410731995513,6252.290892210365,3.6475941150265476,0.06411826610565186,2.564415344846975,1530000,4.972953796386719,1.0,0.99,1000000,6413.633705421222,0.0,46.820508024147315,503.8704547185309,0.99,5596.562664281379,10,152
0.0,0.0,3.732957601547241,0.0,-517.5155029296875,0.0,6445.938808889623,6379.305486148582,3.653724688327977,0.06225811690092087,2.570545918148404,1540000,3.6249256134033203,1.0,0.99,1000000,6536.566540453989,0.0,42.88791682760902,518.6136362322761,0.99,5609.953158836795,10,153
0.0,0.0,4.105482578277588,0.0,-523.396484375,0.0,6483.386047506064,6439.80997164912,3.661586123654062,0.06636783480644226,2.578407353474489,1550000,4.904421329498291,1.0,0.99,1000000,6552.464047091736,0.0,34.141215142372985,515.4886290030306,0.99,5642.752792525895,10,154
0.0,0.0,149.0883026123047,0.0,-523.52587890625,0.0,6575.150031955881,6504.823527348811,3.6688603667430035,0.06699609756469727,2.5856815965634308,1560000,147.23902893066406,1.0,0.99,1000000,6651.582160442173,0.0,49.851706129342965,520.3385672219752,0.99,5665.086762526702,10,155
0.0,0.0,8.286229133605957,0.0,-522.5698852539062,0.0,6434.549969995614,6372.71895940346,3.6761201025838894,0.07034575194120407,2.5929413324043167,1570000,4.936084747314453,1.0,0.99,1000000,6466.994163806141,0.0,29.459291500018374,514.7886831095636,0.99,5672.054191614239,10,156
0.0,0.0,3.7480103969573975,0.0,-511.77978515625,0.0,6698.025385407078,6640.335843837098,3.6823705712245056,0.06759870797395706,2.599191801044933,1580000,3.5192084312438965,1.0,0.99,1000000,6746.736549923557,0.0,28.610903709117355,527.612887070001,0.99,5683.150631321195,10,157
0.0,0.0,3.404413938522339,0.0,-524.7779541015625,0.0,6534.964715422609,6455.127170268753,3.690522109079875,0.06782122701406479,2.6073433389003022,1590000,3.4268195629119873,1.0,0.99,1000000,6638.713104459541,0.0,54.74958375548076,516.0234287649239,0.99,5701.217807800258,10,158
0.0,0.0,6.268925189971924,0.0,-538.0145263671875,0.0,6390.348471304225,6293.585649967649,3.697734141083609,0.06596574932336807,2.614555370904036,1600000,7.557468414306641,1.0,0.99,1000000,6464.61469606434,0.0,58.49594499335915,507.48300868766876,0.99,5713.014581557709,10,159
0.0,0.0,1.5517377853393555,0.0,-522.9987182617188,0.0,6560.715554074935,6478.684287320648,3.70381460999139,0.06295952200889587,2.620635839811817,1610000,1.9534292221069336,1.0,0.99,1000000,6628.403442316066,0.0,48.88919488357602,521.0331573239263,0.99,5730.250369696703,10,160
0.0,0.0,10.606060028076172,0.0,-525.8802490234375,0.0,6171.132781488146,6132.303808867192,3.711220608895951,0.06026575714349747,2.628041838716378,1620000,9.068753242492676,1.0,0.99,1000000,6194.79357296343,0.0,17.623823861459645,503.01786002092933,0.99,5751.685706429054,10,161
0.0,0.0,3.7750794887542725,0.0,-532.6505126953125,0.0,6289.411561698108,6229.326424659703,3.7162916957984757,0.06271204352378845,2.633112925618903,1630000,3.447690010070801,1.0,0.99,1000000,6361.063973622239,0.0,42.804371088706326,507.814150271386,0.99,5757.89750546414,10,162
0.0,0.0,4.344615459442139,0.0,-542.92529296875,0.0,6015.413296069865,5966.838570099939,3.7216767273679165,0.06804884225130081,2.638497957188344,1640000,5.117312908172607,1.0,0.99,1000000,6079.798998828701,0.0,29.66296934660668,491.10632821946973,0.99,5774.402217496082,10,163
0.0,0.0,5.325553894042969,0.0,-521.8317260742188,0.0,6402.856211166323,6253.757555446114,3.7255855499345985,0.06940296292304993,2.6424067797550257,1650000,6.307894706726074,1.0,0.99,1000000,6469.208682954992,0.0,67.20783244699767,513.2446372787479,0.99,5781.011921302042,10,164
0.0,0.0,2.859541654586792,0.0,-527.942626953125,0.0,6581.795944757718,6498.64775873918,3.731808625894906,0.07139603048563004,2.6486298557153334,1660000,3.1614251136779785,1.0,0.99,1000000,6642.354925114298,0.0,38.973486250094744,522.547570839969,0.99,5787.360969747328,10,165
0.0,0.0,10.033855438232422,0.0,-534.3937377929688,0.0,6514.345967341435,6458.478794531716,3.7390951600172375,0.07398246973752975,2.6559163898376648,1670000,10.154683113098145,1.0,0.99,1000000,6606.166163894413,0.0,41.71635712554591,519.377948267395,0.99,5799.09653155101,10,166
0.0,0.0,9.923502922058105,0.0,-539.1455078125,0.0,6388.288570220531,6320.806327949015,3.7456210704419846,0.07280096411705017,2.662442300262412,1680000,10.420103073120117,1.0,0.99,1000000,6450.10311743675,0.0,35.72279386363943,507.64138149998746,0.99,5814.304805514025,10,167
0.0,0.0,3.804799795150757,0.0,-536.6737060546875,0.0,6867.848785907421,6742.806189009614,3.750787595666266,0.0680481418967247,2.667608825486693,1690000,2.66827654838562,1.0,0.99,1000000,6949.287296151706,0.0,59.302165704823686,540.7379570950056,0.99,5823.9374784464,10,168
0.0,0.0,3.23750638961792,0.0,-550.1743774414062,0.0,6384.162075053622,6289.62642083573,3.7583137210055986,0.06405762583017349,2.675134950826026,1700000,3.2534546852111816,1.0,0.99,1000000,6468.263639958863,0.0,59.011535411500304,505.93246156175866,0.99,5835.118288445157,10,169
0.0,0.0,2.7049717903137207,0.0,-542.0338745117188,0.0,6476.40629740255,6447.196023785176,3.7642375509533235,0.06355616450309753,2.6810587807737507,1710000,3.819208860397339,1.0,0.99,1000000,6561.41604650318,0.0,35.73211652037379,520.0726748982539,0.99,5849.148272173149,10,170
0.0,0.0,7.933449745178223,0.0,-541.522705078125,0.0,6431.111857004245,6373.111999576817,3.7704836871639684,0.06710561364889145,2.6873049169843957,1720000,2.6832778453826904,1.0,0.99,1000000,6471.982108279328,0.0,31.482399056483047,517.1103780125935,0.99,5864.131703273974,10,171
0.0,0.0,5.0188517570495605,0.0,-541.7634887695312,0.0,6543.309809778088,6472.8199654442415,3.775991598694413,0.07096417993307114,2.6928128285148403,1730000,7.508030414581299,1.0,0.99,1000000,6621.54393824167,0.0,44.6943258689154,518.6858832795492,0.99,5869.014253197775,10,172
0.0,0.0,8.125197410583496,0.0,-548.5712890625,0.0,6300.492984939063,6140.928015921356,3.7826850452605556,0.07244867086410522,2.699506275080983,1740000,12.858909606933594,1.0,0.99,1000000,6414.529565389786,0.0,74.62525433067957,508.5603459391201,0.99,5881.103160616986,10,173
0.0,0.0,2.4007153511047363,0.0,-550.5014038085938,0.0,6787.183732979845,6671.217790999876,3.786817288228972,0.07111554592847824,2.703638518049399,1750000,2.3672494888305664,1.0,0.99,1000000,6896.848897870003,0.0,71.80943587386055,534.1309061609752,0.99,5888.010075946657,10,174
0.0,0.0,3.1587250232696533,0.0,-548.7131958007812,0.0,6532.365368453495,6404.761516505423,3.793125466090586,0.07388217002153397,2.7099466959110132,1760000,3.0089845657348633,1.0,0.99,1000000,6619.83981338398,0.0,60.52422196397657,525.4134874922937,0.99,5901.343981740424,10,175
0.0,0.0,5.860252857208252,0.0,-551.1702880859375,0.0,6463.49576677756,6332.559853969323,3.798583510754905,0.07693614065647125,2.715404740575332,1770000,5.893634796142578,1.0,0.99,1000000,6521.852895815833,0.0,50.87063844109355,514.9263531995975,0.99,5909.528905987069,10,176
0.0,0.0,10.996644973754883,0.0,-544.6629638671875,0.0,6542.5890983788095,6468.688317923868,3.8039927183017346,0.07641688734292984,2.720813948122162,1780000,15.975611686706543,1.0,0.99,1000000,6594.5579551853025,0.0,38.04107238958186,520.0948196492352,0.99,5913.734924072884,10,177
0.0,0.0,13.402697563171387,0.0,-546.3359375,0.0,6543.180536699417,6473.898589417016,3.8093738979463194,0.07284002751111984,2.7261951277667467,1790000,19.423046112060547,1.0,0.99,1000000,6623.034294543645,0.0,51.227383567003784,521.5315472275684,0.99,5922.597762057346,10,178
0.0,0.0,10.271747589111328,0.0,-554.2533569335938,0.0,6414.193133450599,6341.43827556456,3.81542391092911,0.07410339266061783,2.732245140749537,1800000,5.505288124084473,1.0,0.99,1000000,6553.715128003693,0.0,58.35875350499857,515.2453933260973,0.99,5933.048253416936,10,179
0.0,0.0,1.8555324077606201,0.0,-555.2185668945312,0.0,6603.389794953507,6480.600156783561,3.8200900164406817,0.07418505847454071,2.736911246261109,1810000,1.9558042287826538,1.0,0.99,1000000,6668.293778177177,0.0,62.783088669937335,531.3114813205042,0.99,5948.988825238199,10,180
0.0,0.0,2.0132627487182617,0.0,-538.6598510742188,0.0,6601.151724922328,6485.1475354264985,3.8257352465384296,0.07585985213518143,2.742556476358857,1820000,2.5030014514923096,1.0,0.99,1000000,6692.9858037869235,0.0,61.80792019273053,523.541868848981,0.99,5957.396973199006,10,181
0.0,0.0,7.60998010635376,0.0,-551.9521484375,0.0,6544.7964690850295,6477.589503615849,3.8318979383290306,0.07827611267566681,2.748719168149458,1830000,12.130355834960938,1.0,0.99,1000000,6600.133668529237,0.0,39.974082002171684,531.7392593566474,0.99,5966.275836520756,10,182
0.0,0.0,6.149127960205078,0.0,-555.8470458984375,0.0,6413.371184803432,6230.775265311717,3.837185579563643,0.07630592584609985,2.7540068093840704,1840000,4.507933139801025,1.0,0.99,1000000,6535.784559641151,0.0,99.05345991969958,521.89524595882,0.99,5977.186820749562,10,183
0.0,0.0,9.51224422454834,0.0,-557.4781494140625,0.0,6392.930264181111,6230.185774840002,3.8431790839389657,0.07530208677053452,2.760000313759393,1850000,10.557168960571289,1.0,0.99,1000000,6533.701491366294,0.0,90.12559152561941,522.9375209675107,0.99,5983.368350905797,10,184
0.0,0.0,2.052137613296509,0.0,-555.5279541015625,0.0,6426.908405218912,6337.7980249757775,3.847748122955429,0.07802775502204895,2.7645693527758564,1860000,2.0660910606384277,1.0,0.99,1000000,6483.078909006296,0.0,39.644737219623515,518.0628251278672,0.99,5987.644074668192,10,185
0.0,0.0,4.208996772766113,0.0,-563.6212158203125,0.0,6597.195474197635,6491.771778073293,3.8524772844702566,0.07963800430297852,2.769298514290684,1870000,3.793792963027954,1.0,0.99,1000000,6662.8615525789455,0.0,49.762129794738414,528.9703654247317,0.99,5992.000334382936,10,186
